Angle [deg],DRValue [um]
231.2,0.638
231.225,0.61
231.25,0.586
231.275,0.554
231.3,0.522
231.325,0.492
231.35,0.464
231.375,0.432
231.4,0.4
231.425,0.378
231.45,0.362
231.475,0.354
231.5,0.358
231.525,0.368
231.55,0.38
231.575,0.406
231.6,0.428
231.625,0.454
231.65,0.474
231.675,0.492
231.7,0.501
231.725,0.501
231.75,0.483
231.775,0.459
231.8,0.413
231.825,0.363
231.85,0.303
231.875,0.231
231.9,0.153
231.925,0.067
231.95,-0.017
231.975,-0.113
232,-0.193
232.025,-0.281
232.05,-0.361
232.075,-0.445
232.1,-0.525
232.125,-0.587
232.15,-0.655
232.175,-0.715
232.2,-0.769
232.225,-0.817
232.25,-0.855
232.275,-0.891
232.3,-0.921
232.325,-0.947
232.35,-0.963
232.375,-0.983
232.4,-0.995
232.425,-1.007
232.45,-1.015
232.475,-1.023
232.5,-1.031
232.525,-1.031
232.55,-1.025
232.575,-1.015
232.6,-0.996
232.625,-0.978
232.65,-0.958
232.675,-0.932
232.7,-0.904
232.725,-0.872
232.75,-0.844
232.775,-0.812
232.8,-0.79
232.825,-0.768
232.85,-0.75
232.875,-0.728
232.9,-0.714
232.925,-0.696
232.95,-0.684
232.975,-0.658
233,-0.64
233.025,-0.624
233.05,-0.602
233.075,-0.576
233.1,-0.55
233.125,-0.528
233.15,-0.504
233.175,-0.488
233.2,-0.472
233.225,-0.456
233.25,-0.442
233.275,-0.428
233.3,-0.41
233.325,-0.4
233.35,-0.388
233.375,-0.366
233.4,-0.334
233.425,-0.314
233.45,-0.294
233.475,-0.266
233.5,-0.256
233.525,-0.238
233.55,-0.226
233.575,-0.222
233.6,-0.218
233.625,-0.214
233.65,-0.212
233.675,-0.205
233.7,-0.187
233.725,-0.173
233.75,-0.157
233.775,-0.125
233.8,-0.089
233.825,-0.051
233.85,-0.015
233.875,0.033
233.9,0.067
233.925,0.109
233.95,0.135
233.975,0.159
234,0.171
234.025,0.187
234.05,0.189
234.075,0.189
234.1,0.181
234.125,0.173
234.15,0.155
234.175,0.127
234.2,0.099
234.225,0.059
234.25,0.021
234.275,-0.035
234.3,-0.089
234.325,-0.157
234.35,-0.215
234.375,-0.277
234.4,-0.341
234.425,-0.399
234.45,-0.451
234.475,-0.499
234.5,-0.541
234.525,-0.573
234.55,-0.597
234.575,-0.615
234.6,-0.629
234.625,-0.633
234.65,-0.631
234.675,-0.631
234.7,-0.615
234.725,-0.613
234.75,-0.613
234.775,-0.607
234.8,-0.615
234.825,-0.623
234.85,-0.633
234.875,-0.653
234.9,-0.673
234.925,-0.691
234.95,-0.713
234.975,-0.737
235,-0.745
235.025,-0.756
235.05,-0.752
235.075,-0.746
235.1,-0.734
235.125,-0.708
235.15,-0.674
235.175,-0.642
235.2,-0.608
235.225,-0.57
235.25,-0.538
235.275,-0.5
235.3,-0.472
235.325,-0.448
235.35,-0.43
235.375,-0.424
235.4,-0.418
235.425,-0.424
235.45,-0.434
235.475,-0.454
235.5,-0.476
235.525,-0.504
235.55,-0.532
235.575,-0.56
235.6,-0.584
235.625,-0.602
235.65,-0.614
235.675,-0.606
235.7,-0.588
235.725,-0.562
235.75,-0.524
235.775,-0.466
235.8,-0.396
235.825,-0.314
235.85,-0.232
235.875,-0.138
235.9,-0.042
235.925,0.048
235.95,0.122
235.975,0.196
236,0.256
236.025,0.304
236.05,0.346
236.075,0.378
236.1,0.414
236.125,0.434
236.15,0.462
236.175,0.49
236.2,0.532
236.225,0.572
236.25,0.616
236.275,0.664
236.3,0.718
236.325,0.762
236.35,0.798
236.375,0.832
236.4,0.854
236.425,0.858
236.45,0.852
236.475,0.836
236.5,0.806
236.525,0.774
236.55,0.738
236.575,0.694
236.6,0.652
236.625,0.618
236.65,0.59
236.675,0.57
236.7,0.556
236.725,0.554
236.75,0.554
236.775,0.56
236.8,0.56
236.825,0.562
236.85,0.556
236.875,0.546
236.9,0.522
236.925,0.498
236.95,0.456
236.975,0.41
237,0.348
237.025,0.284
237.05,0.215
237.075,0.147
237.1,0.069
237.125,0.007
237.15,-0.055
237.175,-0.111
237.2,-0.147
237.225,-0.183
237.25,-0.213
237.275,-0.233
237.3,-0.243
237.325,-0.249
237.35,-0.249
237.375,-0.243
237.4,-0.233
237.425,-0.231
237.45,-0.219
237.475,-0.203
237.5,-0.185
237.525,-0.173
237.55,-0.157
237.575,-0.135
237.6,-0.111
237.625,-0.093
237.65,-0.073
237.675,-0.059
237.7,-0.043
237.725,-0.031
237.75,-0.019
237.775,-0.013
237.8,-0.009
237.825,-0.015
237.85,-0.023
237.875,-0.035
237.9,-0.051
237.925,-0.069
237.95,-0.081
237.975,-0.093
238,-0.099
238.025,-0.103
238.05,-0.091
238.075,-0.081
238.1,-0.061
238.125,-0.037
238.15,0.005
238.175,0.041
238.2,0.081
238.225,0.117
238.25,0.159
238.275,0.191
238.3,0.219
238.325,0.239
238.35,0.245
238.375,0.253
238.4,0.249
238.425,0.239
238.45,0.227
238.475,0.211
238.5,0.189
238.525,0.169
238.55,0.145
238.575,0.115
238.6,0.089
238.625,0.069
238.65,0.057
238.675,0.043
238.7,0.047
238.725,0.057
238.75,0.075
238.775,0.097
238.8,0.133
238.825,0.171
238.85,0.207
238.875,0.247
238.9,0.275
238.925,0.295
238.95,0.313
238.975,0.323
239,0.321
239.025,0.317
239.05,0.299
239.075,0.275
239.1,0.243
239.125,0.209
239.15,0.171
239.175,0.133
239.2,0.081
239.225,0.047
239.25,-0.003
239.275,-0.055
239.3,-0.107
239.325,-0.155
239.35,-0.209
239.375,-0.267
239.4,-0.327
239.425,-0.387
239.45,-0.445
239.475,-0.517
239.5,-0.579
239.525,-0.653
239.55,-0.719
239.575,-0.789
239.6,-0.857
239.625,-0.919
239.65,-0.979
239.675,-1.041
239.7,-1.101
239.725,-1.143
239.75,-1.185
239.775,-1.229
239.8,-1.265
239.825,-1.287
239.85,-1.315
239.875,-1.329
239.9,-1.329
239.925,-1.329
239.95,-1.317
239.975,-1.305
240,-1.287
240.025,-1.261
240.05,-1.233
240.075,-1.199
240.1,-1.155
240.125,-1.121
240.15,-1.081
240.175,-1.037
240.2,-0.995
240.225,-0.961
240.25,-0.931
240.275,-0.905
240.3,-0.883
240.325,-0.873
240.35,-0.859
240.375,-0.855
240.4,-0.853
240.425,-0.845
240.45,-0.835
240.475,-0.831
240.5,-0.825
240.525,-0.825
240.55,-0.827
240.575,-0.827
240.6,-0.835
240.625,-0.853
240.65,-0.873
240.675,-0.901
240.7,-0.933
240.725,-0.961
240.75,-0.981
240.775,-1.005
240.8,-1.009
240.825,-1.005
240.85,-0.985
240.875,-0.953
240.9,-0.909
240.925,-0.855
240.95,-0.799
240.975,-0.727
241,-0.651
241.025,-0.587
241.05,-0.523
241.075,-0.465
241.1,-0.409
241.125,-0.355
241.15,-0.311
241.175,-0.265
241.2,-0.219
241.225,-0.171
241.25,-0.119
241.275,-0.061
241.3,0.009
241.325,0.065
241.35,0.123
241.375,0.193
241.4,0.255
241.425,0.303
241.45,0.341
241.475,0.369
241.5,0.38
241.525,0.376
241.55,0.352
241.575,0.324
241.6,0.284
241.625,0.24
241.65,0.202
241.675,0.15
241.7,0.114
241.725,0.088
241.75,0.066
241.775,0.048
241.8,0.04
241.825,0.034
241.85,0.032
241.875,0.026
241.9,0.01
241.925,-0.016
241.95,-0.036
241.975,-0.078
242,-0.124
242.025,-0.166
242.05,-0.228
242.075,-0.288
242.1,-0.348
242.125,-0.4
242.15,-0.45
242.175,-0.498
242.2,-0.54
242.225,-0.574
242.25,-0.608
242.275,-0.626
242.3,-0.636
242.325,-0.648
242.35,-0.654
242.375,-0.648
242.4,-0.646
242.425,-0.63
242.45,-0.614
242.475,-0.594
242.5,-0.57
242.525,-0.546
242.55,-0.518
242.575,-0.476
242.6,-0.436
242.625,-0.394
242.65,-0.352
242.675,-0.308
242.7,-0.268
242.725,-0.224
242.75,-0.19
242.775,-0.154
242.8,-0.122
242.825,-0.09
242.85,-0.062
242.875,-0.032
242.9,-0.002
242.925,0.024
242.95,0.052
242.975,0.082
243,0.12
243.025,0.156
243.05,0.194
243.075,0.236
243.1,0.28
243.125,0.326
243.15,0.376
243.175,0.42
243.2,0.462
243.225,0.5
243.25,0.53
243.275,0.558
243.3,0.578
243.325,0.592
243.35,0.602
243.375,0.606
243.4,0.61
243.425,0.61
243.45,0.616
243.475,0.62
243.5,0.632
243.525,0.645
243.55,0.659
243.575,0.679
243.6,0.697
243.625,0.707
243.65,0.713
243.675,0.709
243.7,0.701
243.725,0.691
243.75,0.667
243.775,0.633
243.8,0.597
243.825,0.561
243.85,0.527
243.875,0.495
243.9,0.465
243.925,0.443
243.95,0.429
243.975,0.415
244,0.407
244.025,0.405
244.05,0.399
244.075,0.389
244.1,0.381
244.125,0.369
244.15,0.363
244.175,0.345
244.2,0.333
244.225,0.321
244.25,0.307
244.275,0.275
244.3,0.251
244.325,0.219
244.35,0.175
244.375,0.127
244.4,0.075
244.425,0.017
244.45,-0.049
244.475,-0.123
244.5,-0.211
244.525,-0.275
244.55,-0.355
244.575,-0.435
244.6,-0.513
244.625,-0.583
244.65,-0.641
244.675,-0.713
244.7,-0.767
244.725,-0.821
244.75,-0.865
244.775,-0.911
244.8,-0.945
244.825,-0.973
244.85,-0.998
244.875,-1.002
244.9,-1.004
244.925,-1.002
244.95,-0.98
244.975,-0.956
245,-0.914
245.025,-0.868
245.05,-0.814
245.075,-0.752
245.1,-0.694
245.125,-0.636
245.15,-0.592
245.175,-0.552
245.2,-0.526
245.225,-0.514
245.25,-0.508
245.275,-0.514
245.3,-0.532
245.325,-0.546
245.35,-0.562
245.375,-0.574
245.4,-0.584
245.425,-0.578
245.45,-0.56
245.475,-0.528
245.5,-0.49
245.525,-0.432
245.55,-0.368
245.575,-0.31
245.6,-0.244
245.625,-0.188
245.65,-0.132
245.675,-0.084
245.7,-0.046
245.725,-0.018
245.75,0
245.775,0.004
245.8,-0.002
245.825,-0.026
245.85,-0.044
245.875,-0.072
245.9,-0.104
245.925,-0.131
245.95,-0.149
245.975,-0.165
246,-0.167
246.025,-0.155
246.05,-0.137
246.075,-0.101
246.1,-0.055
246.125,-0.011
246.15,0.041
246.175,0.103
246.2,0.161
246.225,0.219
246.25,0.269
246.275,0.313
246.3,0.345
246.325,0.365
246.35,0.367
246.375,0.355
246.4,0.331
246.425,0.303
246.45,0.255
246.475,0.205
246.5,0.149
246.525,0.093
246.55,0.037
246.575,-0.019
246.6,-0.075
246.625,-0.127
246.65,-0.165
246.675,-0.213
246.7,-0.253
246.725,-0.289
246.75,-0.323
246.775,-0.355
246.8,-0.387
246.825,-0.415
246.85,-0.438
246.875,-0.464
246.9,-0.486
246.925,-0.5
246.95,-0.524
246.975,-0.542
247,-0.568
247.025,-0.598
247.05,-0.63
247.075,-0.676
247.1,-0.724
247.125,-0.788
247.15,-0.848
247.175,-0.914
247.2,-0.988
247.225,-1.054
247.25,-1.11
247.275,-1.168
247.3,-1.22
247.325,-1.252
247.35,-1.28
247.375,-1.296
247.4,-1.302
247.425,-1.296
247.45,-1.286
247.475,-1.274
247.5,-1.264
247.525,-1.248
247.55,-1.238
247.575,-1.232
247.6,-1.232
247.625,-1.224
247.65,-1.23
247.675,-1.227
247.7,-1.221
247.725,-1.211
247.75,-1.193
247.775,-1.173
247.8,-1.139
247.825,-1.097
247.85,-1.061
247.875,-1.011
247.9,-0.959
247.925,-0.915
247.95,-0.881
247.975,-0.839
248,-0.807
248.025,-0.787
248.05,-0.763
248.075,-0.741
248.1,-0.723
248.125,-0.695
248.15,-0.667
248.175,-0.635
248.2,-0.595
248.225,-0.551
248.25,-0.501
248.275,-0.451
248.3,-0.395
248.325,-0.341
248.35,-0.287
248.375,-0.229
248.4,-0.177
248.425,-0.124
248.45,-0.062
248.475,-0.002
248.5,0.068
248.525,0.124
248.55,0.194
248.575,0.266
248.6,0.352
248.625,0.426
248.65,0.5
248.675,0.576
248.7,0.64
248.725,0.698
248.75,0.738
248.775,0.762
248.8,0.774
248.825,0.762
248.85,0.744
248.875,0.704
248.9,0.652
248.925,0.602
248.95,0.542
248.975,0.474
249,0.398
249.025,0.334
249.05,0.284
249.075,0.234
249.1,0.207
249.125,0.179
249.15,0.173
249.175,0.173
249.2,0.183
249.225,0.187
249.25,0.201
249.275,0.211
249.3,0.213
249.325,0.211
249.35,0.211
249.375,0.193
249.4,0.167
249.425,0.141
249.45,0.109
249.475,0.065
249.5,0.023
249.525,-0.031
249.55,-0.077
249.575,-0.117
249.6,-0.171
249.625,-0.223
249.65,-0.271
249.675,-0.327
249.7,-0.383
249.725,-0.429
249.75,-0.48
249.775,-0.526
249.8,-0.574
249.825,-0.616
249.85,-0.644
249.875,-0.67
249.9,-0.682
249.925,-0.684
249.95,-0.67
249.975,-0.648
250,-0.618
250.025,-0.578
250.05,-0.532
250.075,-0.474
250.1,-0.408
250.125,-0.358
250.15,-0.306
250.175,-0.25
250.2,-0.196
250.225,-0.158
250.25,-0.12
250.275,-0.086
250.3,-0.058
250.325,-0.036
250.35,-0.02
250.375,-0.003
250.4,0.009
250.425,0.017
250.45,0.029
250.475,0.047
250.5,0.065
250.525,0.091
250.55,0.119
250.575,0.153
250.6,0.203
250.625,0.251
250.65,0.297
250.675,0.343
250.7,0.385
250.725,0.419
250.75,0.445
250.775,0.449
250.8,0.447
250.825,0.429
250.85,0.403
250.875,0.373
250.9,0.337
250.925,0.299
250.95,0.266
250.975,0.242
251,0.224
251.025,0.21
251.05,0.214
251.075,0.218
251.1,0.244
251.125,0.27
251.15,0.298
251.175,0.33
251.2,0.358
251.225,0.384
251.25,0.402
251.275,0.412
251.3,0.414
251.325,0.402
251.35,0.378
251.375,0.348
251.4,0.308
251.425,0.26
251.45,0.198
251.475,0.142
251.5,0.085
251.525,0.031
251.55,-0.007
251.575,-0.037
251.6,-0.061
251.625,-0.063
251.65,-0.055
251.675,-0.043
251.7,-0.017
251.725,0.001
251.75,0.015
251.775,0.033
251.8,0.037
251.825,0.023
251.85,-0.001
251.875,-0.043
251.9,-0.103
251.925,-0.187
251.95,-0.265
251.975,-0.359
252,-0.453
252.025,-0.53
252.05,-0.606
252.075,-0.68
252.1,-0.742
252.125,-0.778
252.15,-0.808
252.175,-0.826
252.2,-0.844
252.225,-0.844
252.25,-0.85
252.275,-0.848
252.3,-0.856
252.325,-0.872
252.35,-0.884
252.375,-0.91
252.4,-0.932
252.425,-0.96
252.45,-0.99
252.475,-1.016
252.5,-1.032
252.525,-1.041
252.55,-1.045
252.575,-1.049
252.6,-1.031
252.625,-1.003
252.65,-0.963
252.675,-0.917
252.7,-0.865
252.725,-0.809
252.75,-0.753
252.775,-0.697
252.8,-0.649
252.825,-0.609
252.85,-0.575
252.875,-0.547
252.9,-0.529
252.925,-0.521
252.95,-0.517
252.975,-0.511
253,-0.517
253.025,-0.526
253.05,-0.534
253.075,-0.544
253.1,-0.552
253.125,-0.56
253.15,-0.566
253.175,-0.566
253.2,-0.56
253.225,-0.554
253.25,-0.546
253.275,-0.526
253.3,-0.506
253.325,-0.486
253.35,-0.452
253.375,-0.414
253.4,-0.376
253.425,-0.33
253.45,-0.284
253.475,-0.226
253.5,-0.169
253.525,-0.103
253.55,-0.051
253.575,0.005
253.6,0.061
253.625,0.103
253.65,0.149
253.675,0.185
253.7,0.215
253.725,0.235
253.75,0.251
253.775,0.253
253.8,0.249
253.825,0.235
253.85,0.215
253.875,0.185
253.9,0.147
253.925,0.101
253.95,0.058
253.975,0.008
254,-0.036
254.025,-0.078
254.05,-0.12
254.075,-0.16
254.1,-0.198
254.125,-0.222
254.15,-0.242
254.175,-0.264
254.2,-0.286
254.225,-0.3
254.25,-0.32
254.275,-0.346
254.3,-0.366
254.325,-0.4
254.35,-0.42
254.375,-0.45
254.4,-0.475
254.425,-0.505
254.45,-0.531
254.475,-0.549
254.5,-0.563
254.525,-0.577
254.55,-0.587
254.575,-0.597
254.6,-0.603
254.625,-0.607
254.65,-0.609
254.675,-0.619
254.7,-0.631
254.725,-0.645
254.75,-0.661
254.775,-0.675
254.8,-0.699
254.825,-0.718
254.85,-0.738
254.875,-0.764
254.9,-0.78
254.925,-0.794
254.95,-0.808
254.975,-0.814
255,-0.822
255.025,-0.822
255.05,-0.822
255.075,-0.818
255.1,-0.804
255.125,-0.784
255.15,-0.766
255.175,-0.738
255.2,-0.7
255.225,-0.658
255.25,-0.603
255.275,-0.545
255.3,-0.471
255.325,-0.405
255.35,-0.327
255.375,-0.243
255.4,-0.173
255.425,-0.097
255.45,-0.037
255.475,0.015
255.5,0.051
255.525,0.075
255.55,0.085
255.575,0.081
255.6,0.065
255.625,0.047
255.65,0.013
255.675,-0.016
255.7,-0.05
255.725,-0.072
255.75,-0.086
255.775,-0.09
255.8,-0.08
255.825,-0.062
255.85,-0.024
255.875,0.03
255.9,0.094
255.925,0.166
255.95,0.24
255.975,0.328
256,0.402
256.025,0.478
256.05,0.544
256.075,0.611
256.1,0.675
256.125,0.711
256.15,0.753
256.175,0.787
256.2,0.815
256.225,0.829
256.25,0.835
256.275,0.829
256.3,0.811
256.325,0.781
256.35,0.739
256.375,0.683
256.4,0.615
256.425,0.547
256.45,0.484
256.475,0.4
256.5,0.33
256.525,0.278
256.55,0.224
256.575,0.18
256.6,0.148
256.625,0.13
256.65,0.126
256.675,0.136
256.7,0.152
256.725,0.176
256.75,0.192
256.775,0.218
256.8,0.22
256.825,0.224
256.85,0.215
256.875,0.191
256.9,0.153
256.925,0.111
256.95,0.061
256.975,-0.001
257,-0.067
257.025,-0.127
257.05,-0.187
257.075,-0.245
257.1,-0.295
257.125,-0.349
257.15,-0.383
257.175,-0.411
257.2,-0.435
257.225,-0.448
257.25,-0.462
257.275,-0.468
257.3,-0.468
257.325,-0.46
257.35,-0.448
257.375,-0.424
257.4,-0.396
257.425,-0.372
257.45,-0.34
257.475,-0.306
257.5,-0.274
257.525,-0.244
257.55,-0.228
257.575,-0.215
257.6,-0.213
257.625,-0.217
257.65,-0.223
257.675,-0.241
257.7,-0.249
257.725,-0.259
257.75,-0.265
257.775,-0.263
257.8,-0.255
257.825,-0.235
257.85,-0.207
257.875,-0.159
257.9,-0.111
257.925,-0.055
257.95,0.002
257.975,0.06
258,0.112
258.025,0.16
258.05,0.2
258.075,0.234
258.1,0.264
258.125,0.28
258.15,0.29
258.175,0.298
258.2,0.3
258.225,0.3
258.25,0.292
258.275,0.284
258.3,0.275
258.325,0.265
258.35,0.257
258.375,0.245
258.4,0.233
258.425,0.227
258.45,0.217
258.475,0.209
258.5,0.213
258.525,0.215
258.55,0.229
258.575,0.247
258.6,0.271
258.625,0.299
258.65,0.336
258.675,0.376
258.7,0.402
258.725,0.424
258.75,0.438
258.775,0.422
258.8,0.386
258.825,0.342
258.85,0.27
258.875,0.174
258.9,0.07
258.925,-0.032
258.95,-0.146
258.975,-0.261
259,-0.379
259.025,-0.465
259.05,-0.541
259.075,-0.595
259.1,-0.631
259.125,-0.643
259.15,-0.627
259.175,-0.603
259.2,-0.571
259.225,-0.531
259.25,-0.495
259.275,-0.449
259.3,-0.421
259.325,-0.408
259.35,-0.406
259.375,-0.406
259.4,-0.43
259.425,-0.466
259.45,-0.504
259.475,-0.568
259.5,-0.626
259.525,-0.7
259.55,-0.762
259.575,-0.826
259.6,-0.886
259.625,-0.932
259.65,-0.983
259.675,-1.015
259.7,-1.051
259.725,-1.069
259.75,-1.091
259.775,-1.105
259.8,-1.111
259.825,-1.123
259.85,-1.125
259.875,-1.137
259.9,-1.145
259.925,-1.157
259.95,-1.165
259.975,-1.17
260,-1.174
260.025,-1.18
260.05,-1.178
260.075,-1.166
260.1,-1.144
260.125,-1.128
260.15,-1.096
260.175,-1.052
260.2,-1.01
260.225,-0.966
260.25,-0.914
260.275,-0.872
260.3,-0.835
260.325,-0.805
260.35,-0.787
260.375,-0.785
260.4,-0.791
260.425,-0.801
260.45,-0.819
260.475,-0.841
260.5,-0.861
260.525,-0.869
260.55,-0.879
260.575,-0.865
260.6,-0.845
260.625,-0.808
260.65,-0.76
260.675,-0.686
260.7,-0.61
260.725,-0.51
260.75,-0.426
260.775,-0.332
260.8,-0.244
260.825,-0.164
260.85,-0.09
260.875,-0.028
260.9,0.024
260.925,0.053
260.95,0.073
260.975,0.091
261,0.101
261.025,0.113
261.05,0.119
261.075,0.135
261.1,0.155
261.125,0.195
261.15,0.229
261.175,0.277
261.2,0.323
261.225,0.372
261.25,0.416
261.275,0.454
261.3,0.478
261.325,0.486
261.35,0.482
261.375,0.466
261.4,0.422
261.425,0.38
261.45,0.326
261.475,0.262
261.5,0.196
261.525,0.136
261.55,0.087
261.575,0.047
261.6,0.019
261.625,0.003
261.65,-0.001
261.675,-0.001
261.7,0.013
261.725,0.029
261.75,0.057
261.775,0.077
261.8,0.095
261.825,0.105
261.85,0.11
261.875,0.102
261.9,0.086
261.925,0.06
261.95,0.026
261.975,-0.02
262,-0.076
262.025,-0.126
262.05,-0.17
262.075,-0.224
262.1,-0.27
262.125,-0.299
262.15,-0.331
262.175,-0.349
262.2,-0.369
262.225,-0.379
262.25,-0.383
262.275,-0.387
262.3,-0.387
262.325,-0.393
262.35,-0.399
262.375,-0.407
262.4,-0.427
262.425,-0.446
262.45,-0.464
262.475,-0.49
262.5,-0.508
262.525,-0.52
262.55,-0.522
262.575,-0.52
262.6,-0.508
262.625,-0.482
262.65,-0.444
262.675,-0.388
262.7,-0.33
262.725,-0.255
262.75,-0.189
262.775,-0.107
262.8,-0.039
262.825,0.031
262.85,0.097
262.875,0.161
262.9,0.219
262.925,0.263
262.95,0.303
262.975,0.349
263,0.39
263.025,0.424
263.05,0.46
263.075,0.494
263.1,0.526
263.125,0.562
263.15,0.596
263.175,0.632
263.2,0.66
263.225,0.688
263.25,0.716
263.275,0.735
263.3,0.755
263.325,0.769
263.35,0.781
263.375,0.789
263.4,0.791
263.425,0.789
263.45,0.787
263.475,0.783
263.5,0.779
263.525,0.773
263.55,0.775
263.575,0.774
263.6,0.772
263.625,0.776
263.65,0.784
263.675,0.788
263.7,0.79
263.725,0.788
263.75,0.78
263.775,0.766
263.8,0.754
263.825,0.716
263.85,0.687
263.875,0.645
263.9,0.603
263.925,0.557
263.95,0.513
263.975,0.477
264,0.449
264.025,0.427
264.05,0.411
264.075,0.401
264.1,0.391
264.125,0.382
264.15,0.372
264.175,0.362
264.2,0.342
264.225,0.318
264.25,0.288
264.275,0.242
264.3,0.194
264.325,0.148
264.35,0.1
264.375,0.051
264.4,0.001
264.425,-0.045
264.45,-0.083
264.475,-0.119
264.5,-0.155
264.525,-0.183
264.55,-0.207
264.575,-0.233
264.6,-0.257
264.625,-0.271
264.65,-0.286
264.675,-0.298
264.7,-0.314
264.725,-0.332
264.75,-0.344
264.775,-0.362
264.8,-0.382
264.825,-0.402
264.85,-0.424
264.875,-0.448
264.9,-0.478
264.925,-0.495
264.95,-0.521
264.975,-0.541
265,-0.555
265.025,-0.551
265.05,-0.547
265.075,-0.531
265.1,-0.509
265.125,-0.467
265.15,-0.433
265.175,-0.394
265.2,-0.348
265.225,-0.312
265.25,-0.282
265.275,-0.254
265.3,-0.23
265.325,-0.212
265.35,-0.204
265.375,-0.194
265.4,-0.19
265.425,-0.18
265.45,-0.173
265.475,-0.165
265.5,-0.143
265.525,-0.123
265.55,-0.109
265.575,-0.089
265.6,-0.071
265.625,-0.059
265.65,-0.041
265.675,-0.043
265.7,-0.042
265.725,-0.042
265.75,-0.056
265.775,-0.066
265.8,-0.072
265.825,-0.086
265.85,-0.09
265.875,-0.09
265.9,-0.086
265.925,-0.066
265.95,-0.055
265.975,-0.033
266,-0.003
266.025,0.023
266.05,0.047
266.075,0.079
266.1,0.103
266.125,0.127
266.15,0.155
266.175,0.177
266.2,0.194
266.225,0.206
266.25,0.21
266.275,0.204
266.3,0.186
266.325,0.16
266.35,0.132
266.375,0.09
266.4,0.038
266.425,0
266.45,-0.057
266.475,-0.113
266.5,-0.165
266.525,-0.199
266.55,-0.241
266.575,-0.277
266.6,-0.301
266.625,-0.311
266.65,-0.315
266.675,-0.309
266.7,-0.296
266.725,-0.28
266.75,-0.264
266.775,-0.244
266.8,-0.224
266.825,-0.208
266.85,-0.202
266.875,-0.196
266.9,-0.192
